"Date","Price","Open","High","Low","Vol.","Change %"
"2023/10/31","40,000,600","40,210,292","41,429,700","39,399,860","0.02K","-0.52%"
"2023/10/30","40,210,292","39,389,328","40,800,200","39,000,000","0.02K","2.08%"
"2023/10/29","39,389,328","39,398,144","40,890,000","39,000,000","0.01K","-0.02%"
"2023/10/28","39,398,144","38,499,000","44,750,036","38,300,016","0.02K","2.34%"
"2023/10/27","38,499,000","40,230,008","42,059,908","33,621,000","0.03K","-4.30%"
"2023/10/26","40,230,008","44,001,272","44,860,888","35,332,712","0.04K","-8.57%"
"2023/10/25","44,001,272","42,110,840","45,200,000","42,110,840","0.02K","4.49%"
"2023/10/24","42,110,840","40,398,920","48,000,000","40,055,564","0.03K","4.24%"
"2023/10/23","40,398,920","35,475,116","42,000,000","35,411,608","0.03K","13.88%"
"2023/10/22","35,475,116","35,125,540","35,777,152","35,000,000","0.01K","1.00%"
"2023/10/21","35,125,540","34,563,256","35,500,000","34,300,000","0.02K","1.63%"
"2023/10/20","34,563,256","33,456,092","36,000,000","33,366,000","0.03K","3.31%"
"2023/10/19","33,456,092","31,585,904","33,794,188","31,400,500","0.02K","5.92%"
"2023/10/18","31,585,904","30,433,002","32,000,000","30,276,000","0.02K","3.79%"
"2023/10/17","30,433,002","29,874,356","30,788,974","29,774,284","0.02K","1.87%"
"2023/10/16","29,874,356","28,218,740","30,785,700","28,010,016","0.03K","5.87%"
"2023/10/15","28,218,740","27,871,290","28,352,166","27,655,000","0.02K","1.25%"
"2023/10/14","27,871,290","27,950,352","28,299,000","27,705,312","0.02K","-0.28%"
"2023/10/13","27,950,352","27,880,840","28,299,000","27,454,000","0.03K","0.25%"
"2023/10/12","27,880,840","27,750,028","28,149,996","27,000,000","0.03K","0.47%"
"2023/10/11","27,750,028","28,010,100","28,289,992","27,321,000","0.02K","-0.93%"
"2023/10/10","28,010,100","28,100,240","28,500,000","27,962,600","0.02K","-0.32%"
"2023/10/09","28,100,240","28,165,916","28,289,708","26,231,712","0.02K","-0.23%"
"2023/10/08","28,165,916","28,110,010","28,299,998","28,000,014","0.01K","0.20%"
"2023/10/07","28,110,010","28,110,012","28,340,000","27,900,000","0.02K","0.00%"
"2023/10/06","28,110,012","27,557,300","28,345,000","27,540,478","0.02K","2.01%"
"2023/10/05","27,557,300","27,725,000","28,050,000","27,400,004","0.02K","-0.60%"
"2023/10/04","27,725,000","27,324,816","27,899,996","27,050,932","0.03K","1.46%"
"2023/10/03","27,324,816","27,245,276","28,044,280","27,000,300","0.02K","0.29%"
"2023/10/02","27,245,276","27,651,000","28,400,000","27,091,216","0.03K","-1.47%"
"2023/10/01","27,651,000","26,639,954","27,783,192","26,311,000","0.01K","3.80%"
"2023/09/30","26,639,954","26,801,000","27,045,548","26,600,000","0.02K","-0.60%"
"2023/09/29","26,801,000","27,030,000","27,328,948","25,000,006","0.03K","-0.85%"
"2023/09/28","27,030,000","26,525,584","27,376,000","26,126,000","0.03K","1.90%"
"2023/09/27","26,525,584","26,560,780","27,083,788","25,800,000","0.02K","-0.13%"
"2023/09/26","26,560,780","26,240,010","26,711,120","26,150,964","0.02K","1.22%"
"2023/09/25","26,240,010","26,220,716","26,445,180","25,613,100","0.02K","0.07%"
"2023/09/24","26,220,716","26,341,884","26,450,500","26,161,000","0.01K","-0.46%"
"2023/09/23","26,341,884","26,255,182","26,418,428","26,100,500","0.02K","0.33%"
"2023/09/22","26,255,182","26,190,000","26,458,140","26,105,304","0.02K","0.25%"
